language,speaker_id,sentence_id,reference,A_pretrained,B_full_ft,C_adapter,D_lora
korean,p04,u19,이후 소송 과정에서 에이 씨 부부가 박수홍의 개인 통장에서 무단으로 돈을 인출한 사실도 확인 손해 배상 요구액을 백 십 육 억원으로 늘렸다,0.3117,0.0649,0.1039,0.0909
korean,p04,u20,이와 관련 에이 씨 측은 백 억 원대 횡령 주장은 거짓이며 법인카드 사적 유용 등 일부 의혹은 인정하나 박수홍이 사용한 돈에 비하면 극히 소액이라고 주장했다,0.4023,0.1034,0.1379,0.2184
korean,p04,u21,볼보 자동차는 인체공학적으로 설계한 시트가 미국 카이로프랙틱 협회의 승인을 획득했다고 십 구 일 밝혔다,0.4386,0.0877,0.0877,0.1228
korean,p04,u22,카이로프랙틱 협회는 세계에서 가장 권위 있는 카이로프랙틱 전문기관이다,0.5526,0.2368,0.1579,0.0789
korean,p04,u23,척추 건강에 미치는 긍정적인 효과와 우수한 품질력 안전성 등 엄격한 심사를 거쳐 최고 제품에 인증서를 발행하고 있다,0.3125,0.125,0.1094,0.1719
korean,p04,u24,볼보는 업계 최고 수준의 편안함과 지지력을 제공하기 위해 정형외과 의사와 협력을 진행하고 있다,0.2115,0.0192,0.0769,0.0769
korean,p04,u25,이를 바탕으로 충돌 시 부상 위험을 줄일 수 있는 경추보호 시스템과 측면 충격 보호시스템 도로 이탈 완화 등 혁신적인 안전 기술을 시트에 통합해 제공한다,0.2706,0.1412,0.1647,0.1529
korean,p04,u26,또 독특한 헤드레스트 역시 경추 보호 기능을 강화할 수 있도록 설계됐다,0.5897,0.1538,0.0769,0.2308
korean,p04,u27,짐 니콜스 볼보 자동차 유에스에이 제품 및 기술 컨슈머 오퍼 총괄은 볼보의 시트는 운전자와 승객이 도로에서 편안함 디자인 안전을 보장한다고 말했다,0.3951,0.1728,0.1728,0.1605
korean,p04,u28,육 일 지방선거를 앞두고 선거구 내 여러 교회를 찾아가 헌금 명목으로 금품을 제공한 문경복 인천 옹진 군수가 재판에 넘겨졌다,0.3333,0.1449,0.1449,0.1884
korean,p04,u29,인천지검 형사 육 부는 십 칠 일 공직 선거법 위반 혐의로 문 군수를 불구속기소 했다고 밝혔다,0.4423,0.1346,0.1731,0.1731
korean,p04,u30,문 군수는 지난 육 월 일 일 치러진 제 팔 회 전국 동시 지방 선거를 앞두고 옹진군 내 교회 네 곳에 오십 일 만 원 상당의 금품을 제공한 혐의를 받고 있다,0.3864,0.1364,0.1818,0.2614
korean,p04,u31,공직 선거법에 따르면 후보자나 후보자가 되려는 사람은 선거구민이나 선거구 내 단체 등에 기부행위를 할 수 없다,0.3115,0.1803,0.2295,0.1475
korean,p04,u32,앞서 경찰은 문 군수가 평소 다니던 교회를 포함해 다른 교회에 백 만 원의 헌금을 한 것으로 보고 선거법 위반 혐의로 입건했다,0.3,0.1,0.0857,0.1571
korean,p04,u33,경찰은 선거구 내 교회 여러 곳에 돈을 기부한 행위는 통상적인 헌금으로 보기 어렵다며 검찰에 송치했다,0.4464,0.1607,0.1964,0.1429
korean,p04,u34,검찰은 추가 조사를 벌여 문 군수가 자신이 다니던 교회를 제외한 네 곳의 교회에 오십 만 원을 헌금한 것을 파악했다,0.4375,0.125,0.125,0.1562
korean,p04,u35,검찰 관계자는 문 군수를 공직선거법상 기부행위로 불구속기소 했다고 말했다,0.475,0.15,0.15,0.325
korean,p04,u36,주차장에서 사이드 미러가 접히지 않은 차량만 골라서 금품 등을 훔친 삼십 대 남성이 경찰에 붙잡혔다,0.3091,0.1273,0.0727,0.1273
korean,p04,u37,이십 일 일 경찰에 따르면 서울 종암경찰서는 야간건조물침입절도 혐의로 삼십 대 남성 에이 씨를 지난 십 육 일 구속해 조사하고 있다,0.4384,0.1096,0.0822,0.0959
korean,p04,u38,에이 씨는 지난달 이십 칠 일 자정께 성북구 장위동에 있는 한 아파트 지하주차장에 사이드 미러가 접히지 않은 차량을 골라 금품 등을 훔친 혐의를 받는다,0.3333,0.119,0.1786,0.1071
korean,p04,u39,에이 씨는 일부 차량에서 문이 잠겨있지 않으면 사이드 미러가 접혀 있지 않다는 점을 알고 이러한 차량만 골라서 범행한 것으로 조사됐다,0.2568,0.0541,0.1081,0.0676
korean,p04,u40,그는 이런 수법으로 모두 다섯 차례에 걸쳐 총 삼천 팔백 여 만 원 상당의 금품을 절도한 것으로 파악됐다,0.3793,0.069,0.0862,0.1034
korean,p04,u41,에이 씨는 경찰 조사에서 빚을 갚기 위해 절도를 했다는 취지로 진술한 것으로 알려졌다,0.617,0.0213,0.0426,0.1277
korean,p04,u42,경찰 관계자는 구체적인 범행 경위는 수사 중이라며 이번 주 안에 검찰에 송치할 예정이라고 말했다,0.1321,0.0189,0.0189,0.0189
korean,p04,u43,사십 년 만에 덮친 급격한 물가 상승세를 누그러뜨리기 위해 미국 중앙은행인 연방준비제도가 기준금리 인상 속도를 높일 가능성이 더 커졌다,0.72,0.1333,0.1333,0.2
korean,p04,u44,코로나 사태 이후 제로로 묶어둔 기준금리가 급격하게 인상될 경우 주식 부동산 등 초저금리의 도움을 받았던 자산 시장 거품이 꺼질 수 있다,0.4211,0.1184,0.1579,0.2368
korean,p04,u45,미국 노동부가 이런 물가 급등을 발표한 십 일 미 증시 삼 대 지수는 일제히 하락했다,0.7021,0.1489,0.0,0.2128
korean,p04,u46,나스닥 지수는 이 점 일 퍼센트 추락했고 SP오백 지수와 다우 평균은 각각 일 점 팔 퍼센트 일 점 오 퍼센트 내려갔다,0.697,0.1515,0.1515,0.2121
korean,p04,u47,조 바이든 미 대통령은 이날 국민의 밥상까지 물가에 압박을 받을 정도로 인플레이션 문제가 심각하다면서 정부는 가능한 수단을 모두 동원하겠다고 했다,0.1605,0.0617,0.0617,0.1605
korean,p04,u48,소비자물가가 연준 목표치를 크게 웃도는 상황이 십 개월 넘게 이어지면서 연준이 올해 육에서 칠 차례 기준금리를 인상할 것이라는 예상에 무게가 실리고 있다,0.2706,0.0588,0.0588,0.0941
korean,p04,u49,연 영 퍼센트 수준인 기준금리가 올해 말 일 점 오 퍼센트 이상으로 높아질 수 있다는 것이다,0.549,0.0196,0.0392,0.0588
korean,p04,u50,기준금리가 인상되면 시장 금리가 오르면서 대출 이자 부담 증가 등 경제 전체에 영향을 미치게 된다,0.3519,0.0556,0.2037,0.0741
korean,p04,u51,이런 우려로 십 일 일 국내 주식시장도 코스피가 영 점 구 퍼센트 코스닥 지수는 이 점 영 퍼센트 하락했다,0.6102,0.0508,0.1356,0.1186
korean,p04,u52,제임스 불러드 세인트루이스 연방준비은행 총재는 이날 오늘 소비자물가 결과를 본 후 나의 매파 성향이 극적으로 강해졌다,0.4,0.2154,0.2462,0.2923
korean,p04,u53,연준이 오는 칠 월까지 기준금리를 일 퍼센트 포인트는 올려야 한다고 생각한다고 했다,0.4348,0.0652,0.1304,0.0652
korean,p04,u54,그는 연준이 정례 회의 이외에 비상 회의를 소집해야 할 상황이라고 주장했다,0.3659,0.1707,0.1707,0.1707
korean,p04,u55,골프 여제 박세리가 엘지전자의 띵큐 방탈출 카페를 찾아 방탈출 게임을 즐겼다고 엘지전자가 십 일 밝혔다,0.4211,0.0877,0.1053,0.1053
korean,p04,u56,씽큐 방탈출 카페는 엘지전자의 스마트홈 플랫폼인 씽큐 앱의 주요 기능과 방탈출 게임 콘셉트를 접목해 마련한 복합문화체험공간이다,0.7286,0.1714,0.2286,0.2143
korean,p04,u57,박세리는 부엌 거실 서재 세탁실 등 네 개 테마로 조성된 각각의 공간에서 주어진 시간 안에 탈출하기 위해 다양한 미션들을 수행하며 방탈출 게임을 즐겼다,0.369,0.0714,0.0714,0.0952
korean,p04,u58,엘지 씽큐 앱으로 가전을 제어하거나 각종 서비스를 이용하면서 미션을 해결하기 위한 숨겨진 단서들을 획득했다,0.3051,0.0508,0.1356,0.0847
korean,p04,u59,세탁실 테마공간에서는 박세리가 코드제로 알 큐 로봇청소기를 엘지 씽큐 앱으로 원격 조종하면서 숨겨진 단서를 찾았다,0.3651,0.1429,0.1746,0.2222
korean,p04,u60,알 큐 로봇청소기는 홈뷰 기능이 있어 제품에 탑재된 카메라를 통해 집안 곳곳을 실시간으로 모니터링 할 수 있는 것이 특징이다,0.4928,0.0725,0.1014,0.087
korean,p04,u61,엘지전자는 이달 칠 일부터 이십 사 일까지 서울 성수동에 위치한 카페 할아버지공장에서 씽큐 방탈출 카페를 운영하며 고객들에게 에프유엔 경험을 선사한다,0.4699,0.0843,0.1084,0.1205
korean,p04,u62,엘지전자가 추구하는 에프유엔 경험은 최고의 유일한 새로운 혁신적인 고객경험을 뜻한다,0.3261,0.1304,0.1739,0.0652
korean,p04,u63,비바리퍼블리카가 외부 전문가 삼 인으로 구성된 데이터보호 준법 자문위원회를 출범한다고 십 육 일 밝혔다,0.386,0.1228,0.0877,0.1754
korean,p04,u64,위원회는 토스가 보유 고객 데이터 처리 시 관련 법령을 잘 준수하고 있는지 독립적으로 확인하고 감시한다,0.386,0.1579,0.2281,0.2105
korean,p04,u65,또 안전한 데이터 거버넌스 체계를 구축하기 위한 자문에 응하는 역할을 한다,0.2683,0.0244,0.0488,0.0244
korean,p04,u66,위원회는 회사의 데이터 보호 전략과 정책 준법 감시 활동을 반기마다 보고받는다,0.3488,0.1163,0.1628,0.0465
korean,p04,u67,개인 정보 처리 민감도가 높은 사안에 대해서 대표이사와 개인정보보호책임자에게 의견을 제시할 계획이다,0.1636,0.0727,0.0545,0.0545
korean,p04,u68,토스는 위원회의 의견을 적극적으로 수용하고 관련 결과를 홈페이지에 공개할 예정이다,0.4222,0.0,0.0444,0.0
korean,p04,u69,이번 자문위원회 출범은 데이터 이용 및 보호에 대한 투명성을 높이는 자발적 신뢰 강화 활동의 일환이다,0.2321,0.0714,0.0893,0.0893
korean,p04,u70,토스 관계자는 외부의 시선을 통해 고객 데이터 보호 체계의 투명성을 점검받고 개선해 나아갈 필요가 있다는 내부 공감대가 있었다고 설명했다,0.25,0.0526,0.0395,0.0789
korean,p04,u71,자문위원회는 권헌영 고려대 정보보호대학원 교수를 위원장으로 김승주 고려대 정보보호대학원 교수 김철준 법무 법인 광장 고문을 위원으로 위촉해 출범했다,0.4878,0.1951,0.1707,0.2073
korean,p04,u72,권헌영 교수는 현재 한국 정보기술서비스학회 회장과 한국정보보호학회 개인정보보호 연구회장을 맡은 정보보호 분야 전문가다,0.3538,0.0308,0.0615,0.2
korean,p04,u73,김승주 교수도 암호학과 사이버보안 분야의 전문가로 대통령 직속 사 차산업혁명위원회 위원으로 활동한 바 있다,0.3559,0.1186,0.1695,0.2203
korean,p04,u74,김철준 고문은 십 칠 년간 금융 당국에서 금융권의 아이티부문 검사를 진행했고 이후 금융회사 정보보호 최고책임자를 역임했다,0.3433,0.0597,0.1493,0.1194
korean,p04,u75,공주시가 충남 최초로 발행한 모바일 지역사랑상품권 공주페이가 누적 발행액 이천 오백 칠십 억 원을 돌파했다고 십 일 일 밝혔다,0.5286,0.2286,0.1429,0.2286
korean,p04,u76,이천 십 구 년 팔 월 출시 이후 이 년 팔 개월만인 오 월 십 일 누적 발행액 이천 오백 칠십 억 원을 달성했다,0.6508,0.1111,0.0794,0.1429
korean,p04,u77,이는 지난해 구 월 천 오백 억 원 달성에 이어 불과 팔 개월 만에 천 억 원 이상 발행된 것이다,0.463,0.037,0.0926,0.0741
korean,p04,u78,가입자도 올해 들어 매일 백 여명씩 증가하면서 총가입자 수는 십 만 구천 명을 웃돌고 있다,0.36,0.12,0.14,0.14
korean,p04,u79,소상공인자영업자도 꾸준히 가맹점에 등록하면서 사천 사백 개를 넘어서며 꾸준한 증가세를 보이고 있다,0.463,0.1852,0.0926,0.1852
korean,p04,u80,최근에는 택시업계에 가맹점 등록이 증가하면서 운수종사자 및 이용자들의 큰 호응을 얻고 있다,0.6,0.16,0.08,0.18
korean,p04,u81,특히 공주페이 회전율이 구십 팔 프로에 달하면서 지역경제 선순환을 이끌고 있다,0.4651,0.186,0.2558,0.186
korean,p04,u82,이와 함께 공주페이와 연동 모바일 앱으로 손쉽게 배달주문을 할 수 있는 공공배달앱 서비스도 빠르게 정착하고 있는 것으로 나타났다,0.2676,0.0704,0.0986,0.0563
korean,p04,u83,지난해 구 월 정식 운영에 들어간 후 시행 팔 개월 만인 지난 오 월 십 일 현재 이백 사십 개 업체가 가맹점으로 등록했으며 누적 거래액도 십 억 원을 돌파했다,0.382,0.0562,0.0562,0.0449
korean,p04,u84,공주페이 배달앱의 가장 큰 이점은 일 점 칠 퍼센트라는 저렴한 중개 수수료로 소상공인들에게 평균 팔 퍼센트 이상의 수수료 부담을 덜어주고 있다,0.5063,0.1139,0.1266,0.1646
korean,p04,u85,여기에 십 퍼센트 할인 혜택을 받을 수 있는 공주페이로 결제가 이뤄지다 보니 주머니 사정이 좋지 않은 학생 등 소비자들에게 사랑을 받고 있다,0.2692,0.0513,0.2179,0.0385
korean,p04,u86,시는 오 월 가정의 달을 맞이하여 친구 초대하기 등 다양한 배달앱 이벤트를 진행하며 오 천 원 할인 쿠폰도 지급한다,0.375,0.125,0.1094,0.1562
korean,p04,u87,이상률 경제과장은 공주페이에 기부 서비스 플랫폼을 준비 중으로 향후 취약계층 지원과 기부문화 확산으로 지역사회에 공헌하겠다고 밝혔다,0.3425,0.1644,0.137,0.2192
korean,p04,u88,한편 시는 코로나 일구와 유가 인상 등 소상공인 및 자영업자의 어려움이 지속되고 있는 상황을 감안해 올해에도 공주페이 십 퍼센트 할인 정책을 유지하고 있다,0.4651,0.1279,0.0814,0.1628
korean,p04,u89,이십 이 일 서울시는 전날 제 십 사 차 도시계획위원회를 개최하고 서초구 반포 유수지 내 체육시설 설치에 대해 수정가결했다고 밝혔다,0.3973,0.0959,0.137,0.1644
korean,p04,u90,천 구백 육십 팔 년 최초 결정된 반포 유수지는 유수 시설과 함께 이천 오 년부터 반포 종합 운동장으로 이용되어 왔다,0.3538,0.0462,0.0462,0.0462
korean,p04,u91,지난 이천 이십 일 년 제 십 육 차 도시계획위원회를 통해 유수지 구간을 일부 복개하여 복합 체육 시설 건립하는 사항에 대한 심의를 받은 바 있다,0.4198,0.1235,0.1852,0.1852
korean,p04,u92,이번 심의에서 공공체육시설의 추가 확충 필요성과 주민의견을 반영하여 건축면적 확대를 위해 복개 면적을 늘렸다,0.4333,0.1,0.1333,0.1833
korean,p04,u93,유수지 본 기능인 방재 성능에 지장이 없는 범위 내에서 주민의 접근성과 이용편의성에 대해 면밀히 검토했다,0.3448,0.1207,0.1552,0.2241
korean,p04,u94,이번 심의가 통과됨에 따라 유수지 내 일부 구간을 복개하여 복합 체육시설을 건립하는 것이 가능해졌다,0.3091,0.2364,0.2364,0.2545
korean,p04,u95,구체적인 체육시설 건립과 건립에 필요한 도시관리계획 등은 서초구에서 진행할 예정이다,0.5435,0.1739,0.1304,0.3043
korean,p04,u96,유수지 방재 성능을 충족함과 동시에 지역 필요시설인 체육시설을 설치함으로써 주민들의 삶의 질 향상에 기여할 것으로 기대된다,0.3382,0.0735,0.1324,0.1471
korean,p04,u97,수도권매립지관리공사는 수해 폐기물 반입 규정을 간소화해 폐기물 처리 기간을 단축한다고 이십 육 일 밝혔다,0.3621,0.1379,0.1552,0.1379
korean,p04,u98,매립지공사는 최근 이사회를 열고 수도권매립지 폐기물 반입 등에 관한 사무처리규정 개정안을 의결했다,0.2778,0.1667,0.1667,0.1667
korean,p04,u99,기존에 수해 폐기물을 처리하려면 매립지공사 운영위원회 주민대표의 현장 실사가 필요했으나 이번 개정으로 관련 절차가 사라졌다,0.25,0.1176,0.1029,0.1618
korean,p21,u00,연인의 잦은 외출에 화가나 단골 술집에 불을 지르려고 한 오십 대 남성이 경찰에 검거됐다,0.449,0.2245,0.1633,0.2857
korean,p21,u01,광주 동부경찰서는 현주 건조물 방화 예비 등 혐의로 오십 대 남성 에이 씨를 체포했다고 육 일 밝혔다,0.4821,0.0536,0.0179,0.1786
korean,p21,u02,에이 씨는 지난 이 일 오후 한 시 삼십 분쯤 동구 한 노래홀에 불을 지르려 한 혐의를 받는다,0.3846,0.0769,0.0385,0.0385
korean,p21,u03,그는 인화 물질이 든 십 칠 리터짜리 통을 챙겨 들고 노래홀 입구에서 영업 시작을 기다리며 서성이다가 목격자의 신고를 받은 경찰이 출동하자 달아났다,0.378,0.1098,0.1463,0.1463
korean,p21,u04,전날 오후 한 시쯤에는 해당 노래홀을 다시 찾아가 영업을 방해하며 소란을 피웠다,0.0909,0.0682,0.1136,0.0682
korean,p21,u05,조사 결과 그는 연인이 해당 노래홀에서 다른 사람들과 자주 술을 마신다는 이유로 이런 행동을 벌인 것으로 드러낫다,0.2698,0.0476,0.0476,0.0794
korean,p21,u06,경찰은 체포영장을 발부받아 도피 중이던 에이 씨를 이날 오전 붙잡았으며 구체적인 범행 경위를 파악해 구속영장을 신청할 방침이다,0.4,0.0857,0.1571,0.0857
korean,p21,u07,언론중재위원회 여종국 대구사무소장이 이십 육 일 경북일보 본사를 방문해 알아두면 유용한 언론분쟁이라는 주제로 강의했다,0.4,0.0615,0.0923,0.1538
korean,p21,u08,경북일보 임직원 워크숍이라 명명된 이번 강의는 본사 직원 삼십 명을 대상으로 진행됐다,0.5106,0.1277,0.1702,0.1489
korean,p21,u09,경북 대표 일간지인 경북일보와 언론중재위원회 간의 교류는 물론 질문질답을 통해 상호 간 긍정적 영향 구축이 목적이다,0.3281,0.1562,0.1719,0.1562
korean,p21,u10,강의는 명예훼손의 주요 쟁점 초상권 침해 등 언론중재위원회 순으로 진행됐다,0.4146,0.1707,0.122,0.2683
korean,p21,u11,특히 명예훼손과 초상권 침해 부분이 실제 언중위에서도 가장 접수 사례가 많았기에 이에 대한 자세한 설명이 이뤄졌다,0.2698,0.127,0.1111,0.1111
korean,p21,u12,당사자 특정 여부가 핵심 요소로 꼽혔으며 물놀이하는 시민 얼굴이 클로즈업된 경우가 대표적이었다,0.4808,0.1346,0.1538,0.2308
korean,p21,u13,얼굴 외에도 전화번호와 기타 특정할 수 있는 부분의 노출 여부도 신중해야 한다고 부연했다,0.2653,0.1429,0.1429,0.1429
korean,p21,u14,묵시적 동의 명시적 동의 공개적 동의 등 보완 방법도 조언됐고 무엇보다도 공익에 대한 여부가 가장 크다고 강조됐다,0.4603,0.1111,0.0952,0.1111
korean,p21,u15,여종국 언론중재위원회 대구사무소장은 공익 보도를 위해 특정 부분의 심화 강의도 가능하다며 긴 강의 시간 동안 강의에 임해줘서 감사드린다라고 말했다,0.321,0.1975,0.1481,0.1728
korean,p21,u16,한편 언론중재위원회는 대구 부산 광주 대전 경기 강원 충북 전북 경남 제주 등 열 곳의 지역사무소를 두고 있다,0.5082,0.0328,0.0328,0.0984
korean,p21,u17,이재명 더불어민주당 대표 후보가 이십 일 일 광주에서 한 여성의 사인 요청을 거절하는 모습이 포착돼 온라인을 중심으로 화제를 모으고 있다,0.1842,0.0658,0.0526,0.0395
korean,p21,u18,이 후보는 이날 오후 민주당 당대표 및 최고위원 후보들의 합동연설회가 열린 광주 김대중컨벤션센터를 찾았다,0.3621,0.0517,0.069,0.069
korean,p21,u19,이 후보가 차에서 내리자 그의 지지자들이 몰려들었고 그는 지지자들과 주먹 인사를 나누거나 손을 흔들기도 했다,0.25,0.0333,0.0167,0.0333
korean,p21,u20,이 후보는 이날 민주당 텃밭인 광주전남 지역의 경선 투표에서 득표율 팔십 퍼센트에 육박하는 표를 얻으며 압승을 거뒀다,0.5077,0.1538,0.1231,0.1231
korean,p21,u21,이 후보의 이날 모습은 그의 지지자들이 올린 유튜브 영상에 담겼는데 여기에는 그가 사인 요청을 거절하는 장면도 포착됐다,0.2273,0.0758,0.0606,0.1212
korean,p21,u22,분홍색 상의를 입은 한 여성이 가방에서 책 한 권을 꺼내 이 후보에게 사인을 요청했다,0.2128,0.0213,0.0638,0.0
korean,p21,u23,이 후보는 책을 받아들고 표지를 유심히 보더니 다시 여성에게 책을 돌려줬다,0.3171,0.0244,0.0,0.0
korean,p21,u24,이 여성은 재차 사인을 요청했으나 이 후보는 고개를 다른 쪽으로 돌려 거부 의사를 표현했다,0.12,0.08,0.06,0.1
korean,p21,u25,그러자 이 후보의 옆에 있던 한 남성은 해당 여성에게 손으로 엑스 표시를 하고 고개를 저었다,0.2549,0.098,0.0196,0.2157
korean,p21,u26,이 후보가 사인을 하지 않을 것이니 더 이상 요청하지 말라는 의미인 것으로 보인다,0.3556,0.0222,0.0889,0.0889
korean,p21,u27,이 후보가 사인을 거부한 이유는 여성이 내민 책 때문인 것으로 네티즌들은 추측하고 있다,0.2917,0.125,0.1042,0.125
korean,p21,u28,영상에서 해당 책이 정확하게 보이진 않지만 흰색 표지에 비추어 굿바이 이재명 아니냐는 주장이 제기됐다,0.4107,0.0536,0.0536,0.125
korean,p21,u29,장영하 변호사가 지난해 십 이 월 출간한 이 책은 이 후보와 그의 친형인 고 이재선 씨의 갈등을 다뤘다,0.4211,0.0526,0.0175,0.1404
korean,p21,u30,민주당은 장 변호사가 이재선 씨의 일방적인 주장을 담았다며 판매금지 가처분 신청을 했지만 법원은 이를 기각한 바 있다,0.3846,0.0,0.0769,0.1231
korean,p21,u31,의성군이 주민자치의 틀을 강화하는 릴레이 주민총회를 개최키로 해 주목된다,0.35,0.075,0.05,0.125
korean,p21,u32,군은 칠 일 안사면을 시작으로 팔 월 말까지 열 여덟 개 읍면에서 릴레이 주민총회를 개최한다,0.451,0.1765,0.1569,0.2157
korean,p21,u33,주민총회는 지역주민이 모여 지역의 일에 대해 논의하고 결정하는 주민 공론장이다,0.2093,0.1163,0.0698,0.1163
korean,p21,u34,이번 주민총회에서는 이천 이십 삼 년 주민참여예산사업과 지역 현안 사업을 공유하고 결정한다,0.48,0.08,0.12,0.2
korean,p21,u35,읍면 주민 자치회는 지난 일 월 주민 자치회 운영계획을 수립한 후 수차례에 걸친 회의를 통해 지역 현안 과제를 발굴하고 해결방안을 모색해 왔다,0.2911,0.1266,0.0886,0.1646
korean,p21,u36,그리고 그 결과를 주민총회 안건으로 상정하여 주민투표로 실행 우선순위를 결정할 방침이다,0.4167,0.1875,0.125,0.1667
korean,p21,u37,특히 주민투표는 주민들이 직접 주민총회 현장에서 투표하는 방식으로 운영되며 더 많은 주민이 참여할 수 있도록 마을별로 홍보도 진행한다,0.2432,0.1081,0.0405,0.1081
korean,p21,u38,의성읍 주민자치위원 에이 씨는 주민들의 행정참여를 높이고 자치제에 대한 책임을 다 한다는 의미에서 주민총회는 큰 의미가 있는 것 같다고 말했다,0.1899,0.0886,0.0633,0.0759
korean,p21,u39,김주수 의성군수는 주민총회를 통해 올라온 사업들을 재정적으로 뒷받침하여 주민들의 결정이 구체적으로 실현될 수 있도록 최선을 다하겠다고 전했다,0.2564,0.0641,0.0897,0.1026
korean,p21,u40,층간소음에 불만을 품고 혼자 사는 위층 여성 거주지 문을 수차례 두드리고 도어락을 눌러 공포심을 조장한 삼십 대 남성이 붙잡혔다,0.3944,0.1268,0.1831,0.169
korean,p21,u41,광명경찰서는 스토킹범죄의 처벌 등에 관한 법률 위반 혐의로 에이 씨를 입건했다고 십 삼 일 밝혔다,0.537,0.0926,0.1481,0.1667
korean,p21,u42,에이 씨는 지난 십일 일 오전 네 시 십 분께 하안동의 한 아파트에서 위집에 거주 중인 삼십 대 여성 비 씨의 집 현관문을 수차례 두드린 혐의다,0.4625,0.1125,0.1625,0.1875
korean,p21,u43,신고를 받고 출동한 경찰은 피해자 진술을 청취 후 주변 일대를 수색하였지만 별 다른 특이점을 발견하지 못해 철수했다,0.6094,0.1719,0.0781,0.25
korean,p21,u44,이후 에이 씨는 오십 여분 뒤인 오전 다섯 시께 또 다시 비 씨 집을 찾아가 도어락을 누르기도 했다,0.4909,0.0727,0.1273,0.2364
korean,p21,u45,재차 신고를 접수하고 현장에 도착한 경찰은 아래층 현관문이 서서히 닫히는 것을 확인했다,0.25,0.125,0.1042,0.1042
korean,p21,u46,경찰의 추궁에 에이 씨는 위층에서 고의로 소음을 일으킨다고 생각해 겁을 주기 위해 범행을 저질렀다고 자백했다,0.4667,0.1667,0.1833,0.2333
korean,p21,u47,서울 선유도에 한강 위를 걸으며 정취를 감상할 수 있는 디귿자 형태의 순환형 보행 데크가 조성된다,0.3333,0.2407,0.2593,0.2222
korean,p21,u48,서울시 한강사업본부는 선유도 보행 잔교 및 한강 수상갤러리 조성사업을 추진한다고 이십 육 일 밝혔다,0.4182,0.1636,0.1818,0.1636
korean,p21,u49,시에 따르면 보행 데크는 총 백 구십 이 미터 길이의 복층 형태로 강물에 띄우는 일 층 부상형 보행로와 약 십 오 미터 높이의 이 층 전망대로 구성된다,0.5833,0.2262,0.2381,0.25
korean,p21,u50,보행 데크를 따라 걸으면 상하류로 곧게 뻗은 한강의 시원한 물줄기를 한눈에 볼 수 있고 북쪽으로는 높이 솟은 북한산까지 조망할 수 있다,0.4,0.2933,0.2,0.3067
korean,p21,u51,일 층과 이 층 사이에는 가로 약 팔십 미터 규모의 낙하 분수를 설치해 대형 워터스크린을 만들 계획이다,0.3509,0.0175,0.0877,0.0877
korean,p21,u52,일 층 보행로 한가운데에는 이천 십 오 년 이후 노후화로 가동이 중단된 월드컵분수를 재활용해 돔형 수상 갤러리를 꾸민다,0.5152,0.197,0.1515,0.2576
korean,p21,u53,구조물 내부에는 삼백 육십 도 초대형 엘이디를 설치해 시민들이 한강 위에서 다채로운 콘텐츠를 즐길 수 있도록 운영할 계획이다,0.2609,0.058,0.1449,0.1304
korean,p21,u54,갤러리 바닥은 강화유리로 만들어 발 아래로 분수 장비를 관람할 수 있다,0.2564,0.1026,0.1026,0.0256
korean,p21,u55,분사 노즐은 원형 유리체인 플랙스 글라스를 통해 햇빛의 스펙트럼에 따라 다채로운 색상을 만들어낸다,0.2222,0.2222,0.2037,0.2037
korean,p21,u56,한강 내 작은 섬인 선유도는 양화대교에서 이어지는 정문으로 바로 진입할 수 있다,0.25,0.0909,0.0455,0.1136
korean,p21,u57,양화 한강 공원에서 이어지는 보행교인 선유교를 건너서 들어갈 수도 있어 접근성이 좋다,0.2979,0.1277,0.0851,0.1277
korean,p21,u58,시는 접근성이 뛰어나고 주변 경관이 우수한 선유도를 활용해 시민들이 수변 문화를 체험하고 휴식을 즐길 수 있는 공간을 만들게 됐다고 전했다,0.3896,0.1039,0.1169,0.1558
korean,p21,u59,기존의 서울 내 열 한 개 한강공원에는 다양한 시설과 쉼터가 마련돼 있지만 수변 문화를 직접 체험할 수 있는 공간은 부족했다는 진단이다,0.3733,0.1867,0.1467,0.1733
korean,p21,u60,이번에 새로 조성하는 보행 잔교는 강물 바로 위에 설치돼 시민들이 한강 위를 걷는 듯한 기분을 느낄 수 있을 것으로 시는 기대했다,0.2917,0.1389,0.1944,0.1389
korean,p21,u61,올해 육 월 설계를 마치고 하반기에 착공 내년 말 공사를 완료하고 시민에게 개방할 계획이다,0.3,0.06,0.08,0.14
korean,p21,u62,서울중앙지검 강력범죄수사부가 이십 팔 일 케이에이치그룹의 평창 알펜시아 리조트 입찰 방해 의혹과 관련해 강원도지사실과 비서실 등을 대상으로 압수수색을 진행하고 있다,0.4615,0.0659,0.0879,0.1538
korean,p21,u63,지난 이십 칠 일 최문순 전 강원도지사 자택과 케이에이치그룹 사무실 강원도개발공사 등 약 이십 곳을 압수수색을 한 데 이어 이틀째 강제수사에 나선 것이다,0.3647,0.0941,0.1059,0.2706
korean,p21,u64,검찰은 이날 강원도청 등에 검사와 수사관을 보내 알펜시아 리조트 매각과 관련한 문서 등을 확보한 것으로 알려졌다,0.371,0.0645,0.0806,0.0484
